Demand,Hour,Day of week,Specific hour,datetime,temp,windspeed,visibility,conditions
10,1732,Wednesday,4,2022-03-16T04:00:00,4.1,6.8,9.0,Clear
29,1733,Wednesday,5,2022-03-16T05:00:00,4.1,7.5,8.0,Clear
64,1734,Wednesday,6,2022-03-16T06:00:00,3.6,7.9,5.0,Partially cloudy
93,1735,Wednesday,7,2022-03-16T07:00:00,2.3,2.9,1.0,Partially cloudy
59,1736,Wednesday,8,2022-03-16T08:00:00,2.8,2.5,1.0,Overcast
99,1737,Wednesday,9,2022-03-16T09:00:00,5.6,9.3,10.0,Overcast
136,1738,Wednesday,10,2022-03-16T10:00:00,7.3,16.9,12.0,Overcast
151,1739,Wednesday,11,2022-03-16T11:00:00,8.7,15.4,15.0,Overcast
135,1740,Wednesday,12,2022-03-16T12:00:00,10.4,19.1,20.1,Overcast
110,1741,Wednesday,13,2022-03-16T13:00:00,11.9,23.7,20.1,Overcast
73,1742,Wednesday,14,2022-03-16T14:00:00,12.5,20.9,20.1,Overcast
44,1743,Wednesday,15,2022-03-16T15:00:00,12.7,21.2,22.1,Overcast
245,1744,Wednesday,16,2022-03-16T16:00:00,13.2,23.0,22.1,Overcast
275,1745,Wednesday,17,2022-03-16T17:00:00,12.6,19.4,22.1,Partially cloudy
260,1746,Wednesday,18,2022-03-16T18:00:00,11.5,21.2,25.0,Clear
250,1747,Wednesday,19,2022-03-16T19:00:00,10.6,18.7,25.1,Clear
224,1748,Wednesday,20,2022-03-16T20:00:00,9.8,20.8,25.0,Clear
184,1749,Wednesday,21,2022-03-16T21:00:00,9.3,17.3,25.0,Clear
140,1750,Wednesday,22,2022-03-16T22:00:00,9.1,23.0,25.0,Clear
79,1751,Wednesday,23,2022-03-16T23:00:00,8.8,17.3,25.0,Partially cloudy
80,1752,Thursday,0,2022-03-17T00:00:00,8.8,18.0,25.0,Partially cloudy
61,1753,Thursday,1,2022-03-17T01:00:00,8.8,18.4,25.0,Partially cloudy
25,1754,Thursday,2,2022-03-17T02:00:00,8.8,23.4,25.0,Overcast
10,1755,Thursday,3,2022-03-17T03:00:00,8.6,24.8,25.0,Overcast
34,1756,Thursday,4,2022-03-17T04:00:00,8.5,24.1,20.0,Overcast
68,1757,Thursday,5,2022-03-17T05:00:00,8.3,27.7,20.0,Overcast
14,1758,Thursday,6,2022-03-17T06:00:00,8.2,20.5,18.0,Overcast
36,1759,Thursday,7,2022-03-17T07:00:00,8.2,20.9,18.0,Overcast
62,1760,Thursday,8,2022-03-17T08:00:00,8.4,20.5,12.0,"Rain, Overcast"
110,1761,Thursday,9,2022-03-17T09:00:00,7.4,11.2,9.0,"Rain, Overcast"
159,1762,Thursday,10,2022-03-17T10:00:00,8.0,11.9,6.0,"Rain, Overcast"
193,1763,Thursday,11,2022-03-17T11:00:00,8.0,19.1,19.9,"Rain, Overcast"
193,1764,Thursday,12,2022-03-17T12:00:00,7.8,21.2,35.0,"Rain, Overcast"
219,1765,Thursday,13,2022-03-17T13:00:00,7.8,25.9,39.9,Overcast
165,1766,Thursday,14,2022-03-17T14:00:00,8.3,24.5,45.0,Partially cloudy
119,1767,Thursday,15,2022-03-17T15:00:00,8.9,19.8,45.0,Partially cloudy
317,1768,Thursday,16,2022-03-17T16:00:00,9.7,25.9,49.9,Partially cloudy
331,1769,Thursday,17,2022-03-17T17:00:00,10.0,19.4,49.9,Partially cloudy
288,1770,Thursday,18,2022-03-17T18:00:00,8.8,18.0,49.9,Clear
253,1771,Thursday,19,2022-03-17T19:00:00,7.1,11.9,49.9,Clear
204,1772,Thursday,20,2022-03-17T20:00:00,5.1,9.7,39.9,Clear
150,1773,Thursday,21,2022-03-17T21:00:00,3.1,5.4,39.9,Clear
101,1774,Thursday,22,2022-03-17T22:00:00,2.0,3.6,39.9,Clear
51,1775,Thursday,23,2022-03-17T23:00:00,0.4,4.0,39.9,Clear
60,1776,Friday,0,2022-03-18T00:00:00,-0.2,1.8,39.8,Clear
46,1777,Friday,1,2022-03-18T01:00:00,-0.8,4.3,39.9,Clear
21,1778,Friday,2,2022-03-18T02:00:00,-0.4,0.4,39.8,Clear
11,1779,Friday,3,2022-03-18T03:00:00,-2.1,1.1,1.0,Clear
27,1780,Friday,4,2022-03-18T04:00:00,-1.2,0.4,1.0,Clear
52,1781,Friday,5,2022-03-18T05:00:00,-2.3,3.6,1.1,Clear
15,1782,Friday,6,2022-03-18T06:00:00,-2.3,3.6,39.8,Clear
38,1783,Friday,7,2022-03-18T07:00:00,-1.6,5.4,39.8,Clear
79,1784,Friday,8,2022-03-18T08:00:00,0.3,4.3,16.0,Clear
133,1785,Friday,9,2022-03-18T09:00:00,3.7,2.5,16.0,Clear
181,1786,Friday,10,2022-03-18T10:00:00,7.1,5.0,16.1,Clear
200,1787,Friday,11,2022-03-18T11:00:00,9.3,6.1,16.1,Clear
181,1788,Friday,12,2022-03-18T12:00:00,10.6,5.7,16.1,Clear
132,1789,Friday,13,2022-03-18T13:00:00,11.9,5.4,16.1,Clear
87,1790,Friday,14,2022-03-18T14:00:00,13.1,5.4,18.1,Clear
58,1791,Friday,15,2022-03-18T15:00:00,13.3,11.9,20.1,Partially cloudy
374,1792,Friday,16,2022-03-18T16:00:00,13.3,13.7,22.1,Partially cloudy
324,1793,Friday,17,2022-03-18T17:00:00,12.7,16.2,22.1,Clear
280,1794,Friday,18,2022-03-18T18:00:00,12.1,16.5,25.0,Clear
219,1795,Friday,19,2022-03-18T19:00:00,11.0,15.8,30.0,Clear
156,1796,Friday,20,2022-03-18T20:00:00,9.5,16.5,30.0,Clear
101,1797,Friday,21,2022-03-18T21:00:00,8.1,14.4,30.0,Clear
59,1798,Friday,22,2022-03-18T22:00:00,7.5,17.6,30.0,Clear
25,1799,Friday,23,2022-03-18T23:00:00,6.6,14.7,30.0,Clear
60,1800,Saturday,0,2022-03-19T00:00:00,5.1,11.1,25.0,Clear
47,1801,Saturday,1,2022-03-19T01:00:00,5.3,12.9,25.0,Clear
21,1802,Saturday,2,2022-03-19T02:00:00,4.6,8.6,25.0,Clear
10,1803,Saturday,3,2022-03-19T03:00:00,3.9,3.6,24.9,Clear
27,1804,Saturday,4,2022-03-19T04:00:00,2.6,4.7,24.9,Clear
52,1805,Saturday,5,2022-03-19T05:00:00,1.2,10.1,25.0,Clear
186,1806,Saturday,6,2022-03-19T06:00:00,1.3,9.3,25.0,Clear
241,1807,Saturday,7,2022-03-19T07:00:00,1.6,9.0,35.0,Clear
186,1808,Saturday,8,2022-03-19T08:00:00,3.1,7.5,39.9,Clear
87,1809,Saturday,9,2022-03-19T09:00:00,5.3,13.0,49.9,Clear
25,1810,Saturday,10,2022-03-19T10:00:00,6.9,16.9,49.9,Clear
4,1811,Saturday,11,2022-03-19T11:00:00,9.1,17.3,49.9,Clear
0,1812,Saturday,12,2022-03-19T12:00:00,10.6,23.0,50.0,Clear
0,1813,Saturday,13,2022-03-19T13:00:00,11.1,26.7,50.0,Clear
0,1814,Saturday,14,2022-03-19T14:00:00,11.5,29.2,50.0,Clear
0,1815,Saturday,15,2022-03-19T15:00:00,11.8,28.4,50.0,Clear
94,1816,Saturday,16,2022-03-19T16:00:00,11.1,31.6,,Partially cloudy
39,1817,Saturday,17,2022-03-19T17:00:00,10.5,32.4,50.0,Clear
15,1818,Saturday,18,2022-03-19T18:00:00,9.8,24.1,45.0,Clear
5,1819,Saturday,19,2022-03-19T19:00:00,8.1,25.2,45.0,Clear
1,1820,Saturday,20,2022-03-19T20:00:00,7.1,22.7,40.0,Clear
1,1821,Saturday,21,2022-03-19T21:00:00,6.6,25.5,40.0,Clear
0,1822,Saturday,22,2022-03-19T22:00:00,6.0,24.8,40.0,Clear
0,1823,Saturday,23,2022-03-19T23:00:00,5.6,24.1,40.0,Clear
70,1824,Sunday,0,2022-03-20T00:00:00,4.8,24.0,40.0,Clear
53,1825,Sunday,1,2022-03-20T01:00:00,4.0,22.6,40.0,Clear
22,1826,Sunday,2,2022-03-20T02:00:00,3.3,22.3,39.9,Clear
11,1827,Sunday,3,2022-03-20T03:00:00,2.8,21.6,39.9,Clear
30,1828,Sunday,4,2022-03-20T04:00:00,2.2,21.6,39.9,Clear
61,1829,Sunday,5,2022-03-20T05:00:00,1.9,18.7,39.9,Clear
12,1830,Sunday,6,2022-03-20T06:00:00,1.6,18.7,39.9,Clear
30,1831,Sunday,7,2022-03-20T07:00:00,1.6,26.2,30.0,Clear
65,1832,Sunday,8,2022-03-20T08:00:00,2.7,25.2,34.9,Clear
119,1833,Sunday,9,2022-03-20T09:00:00,4.2,25.2,39.9,Clear
184,1834,Sunday,10,2022-03-20T10:00:00,6.8,24.5,39.9,Clear
239,1835,Sunday,11,2022-03-20T11:00:00,8.8,31.3,39.9,Clear
261,1836,Sunday,12,2022-03-20T12:00:00,10.8,34.2,39.9,Clear
238,1837,Sunday,13,2022-03-20T13:00:00,11.6,40.3,40.0,Clear
203,1838,Sunday,14,2022-03-20T14:00:00,12.6,33.5,40.0,Clear
167,1839,Sunday,15,2022-03-20T15:00:00,12.9,37.8,40.0,Clear
301,1840,Sunday,16,2022-03-20T16:00:00,12.9,37.4,40.0,Clear
357,1841,Sunday,17,2022-03-20T17:00:00,12.8,28.1,40.0,Clear
397,1842,Sunday,18,2022-03-20T18:00:00,12.3,27.4,40.0,Clear
410,1843,Sunday,19,2022-03-20T19:00:00,11.3,24.5,35.0,Clear
396,1844,Sunday,20,2022-03-20T20:00:00,10.6,25.9,45.0,Clear
357,1845,Sunday,21,2022-03-20T21:00:00,10.3,25.5,50.0,Clear
301,1846,Sunday,22,2022-03-20T22:00:00,9.6,21.6,45.0,Clear
189,1847,Sunday,23,2022-03-20T23:00:00,9.1,22.3,50.0,Clear
101,1848,Monday,0,2022-03-21T00:00:00,6.7,9.0,50.0,Clear
77,1849,Monday,1,2022-03-21T01:00:00,7.3,10.8,50.0,Clear
52,1850,Monday,2,2022-03-21T02:00:00,6.5,11.2,44.0,Clear
20,1851,Monday,3,2022-03-21T03:00:00,6.0,15.1,44.0,Clear
10,1852,Monday,4,2022-03-21T04:00:00,6.0,16.5,50.0,Clear
29,1853,Monday,5,2022-03-21T05:00:00,5.8,13.7,40.0,Partially cloudy
65,1854,Monday,6,2022-03-21T06:00:00,5.6,13.3,40.0,Partially cloudy
93,1855,Monday,7,2022-03-21T07:00:00,5.0,11.1,40.0,Partially cloudy
50,1856,Monday,8,2022-03-21T08:00:00,5.3,11.9,30.1,Clear
92,1857,Monday,9,2022-03-21T09:00:00,6.2,15.5,30.1,Clear
141,1858,Monday,10,2022-03-21T10:00:00,7.9,17.3,30.0,Clear
184,1859,Monday,11,2022-03-21T11:00:00,9.7,14.4,30.0,Clear
200,1860,Monday,12,2022-03-21T12:00:00,11.6,13.0,25.1,Clear
184,1861,Monday,13,2022-03-21T13:00:00,13.6,11.9,20.1,Clear
156,1862,Monday,14,2022-03-21T14:00:00,14.2,10.8,20.1,Clear
128,1863,Monday,15,2022-03-21T15:00:00,14.7,10.8,20.1,Clear
240,1864,Monday,16,2022-03-21T16:00:00,14.9,11.2,20.1,Clear
271,1865,Monday,17,2022-03-21T17:00:00,15.1,11.9,20.0,Clear
281,1866,Monday,18,2022-03-21T18:00:00,14.0,14.4,20.0,Clear
270,1867,Monday,19,2022-03-21T19:00:00,11.8,7.9,20.1,Clear
240,1868,Monday,20,2022-03-21T20:00:00,11.6,11.8,20.0,Clear
198,1869,Monday,21,2022-03-21T21:00:00,10.3,12.9,20.1,Clear
151,1870,Monday,22,2022-03-21T22:00:00,9.5,14.0,20.1,Clear
86,1871,Monday,23,2022-03-21T23:00:00,7.3,8.6,20.1,Clear
105,1872,Tuesday,0,2022-03-22T00:00:00,6.6,7.2,25.0,Clear
81,1873,Tuesday,1,2022-03-22T01:00:00,6.1,8.6,25.0,Clear
54,1874,Tuesday,2,2022-03-22T02:00:00,5.8,6.8,25.0,Clear
20,1875,Tuesday,3,2022-03-22T03:00:00,4.6,7.2,25.1,Clear
11,1876,Tuesday,4,2022-03-22T04:00:00,4.6,6.5,25.1,Clear
30,1877,Tuesday,5,2022-03-22T05:00:00,4.2,7.9,20.1,Clear
67,1878,Tuesday,6,2022-03-22T06:00:00,4.0,6.8,20.0,Clear
98,1879,Tuesday,7,2022-03-22T07:00:00,3.7,6.1,12.1,Clear
45,1880,Tuesday,8,2022-03-22T08:00:00,5.0,9.7,14.1,Clear
82,1881,Tuesday,9,2022-03-22T09:00:00,7.4,7.9,14.1,Clear
127,1882,Tuesday,10,2022-03-22T10:00:00,10.2,5.0,14.1,Clear
165,1883,Tuesday,11,2022-03-22T11:00:00,13.1,4.3,14.1,Clear
180,1884,Tuesday,12,2022-03-22T12:00:00,15.4,7.2,14.1,Clear
165,1885,Tuesday,13,2022-03-22T13:00:00,16.8,11.9,12.1,Clear
140,1886,Tuesday,14,2022-03-22T14:00:00,17.7,9.4,12.1,Clear
115,1887,Tuesday,15,2022-03-22T15:00:00,18.2,9.7,12.1,Clear
230,1888,Tuesday,16,2022-03-22T16:00:00,17.9,9.7,16.1,Clear
240,1889,Tuesday,17,2022-03-22T17:00:00,17.9,6.8,16.1,Clear
230,1890,Tuesday,18,2022-03-22T18:00:00,16.8,4.0,16.1,Clear
202,1891,Tuesday,19,2022-03-22T19:00:00,13.5,0.4,23.0,Clear
162,1892,Tuesday,20,2022-03-22T20:00:00,12.8,6.8,22.0,Clear
120,1893,Tuesday,21,2022-03-22T21:00:00,12.9,8.6,24.9,Clear
82,1894,Tuesday,22,2022-03-22T22:00:00,10.7,7.9,25.0,Clear
41,1895,Tuesday,23,2022-03-22T23:00:00,9.7,7.9,20.0,Clear
100,1896,Wednesday,0,2022-03-23T00:00:00,8.3,5.7,20.0,Clear
77,1897,Wednesday,1,2022-03-23T01:00:00,6.0,3.6,20.0,Clear
52,1898,Wednesday,2,2022-03-23T02:00:00,4.3,3.6,20.0,Clear
20,1899,Wednesday,3,2022-03-23T03:00:00,3.3,3.6,24.9,Clear
11,1900,Wednesday,4,2022-03-23T04:00:00,4.2,4.7,20.0,Clear
29,1901,Wednesday,5,2022-03-23T05:00:00,2.7,5.4,20.0,Clear
64,1902,Wednesday,6,2022-03-23T06:00:00,0.8,3.2,17.0,Clear
93,1903,Wednesday,7,2022-03-23T07:00:00,1.0,3.6,18.0,Clear
59,1904,Wednesday,8,2022-03-23T08:00:00,4.6,5.0,24.9,Clear
99,1905,Wednesday,9,2022-03-23T09:00:00,9.3,4.7,30.0,Clear
136,1906,Wednesday,10,2022-03-23T10:00:00,12.5,7.5,30.0,Clear
150,1907,Wednesday,11,2022-03-23T11:00:00,14.4,8.6,30.0,Clear
136,1908,Wednesday,12,2022-03-23T12:00:00,15.7,11.5,35.0,Clear
100,1909,Wednesday,13,2022-03-23T13:00:00,16.6,6.9,35.0,Clear
65,1910,Wednesday,14,2022-03-23T14:00:00,16.9,10.8,35.0,Clear
41,1911,Wednesday,15,2022-03-23T15:00:00,17.3,5.5,30.0,Clear
223,1912,Wednesday,16,2022-03-23T16:00:00,17.6,5.1,35.0,Clear
250,1913,Wednesday,17,2022-03-23T17:00:00,17.3,5.0,35.0,Clear
261,1914,Wednesday,18,2022-03-23T18:00:00,17.0,1.8,39.9,Clear
250,1915,Wednesday,19,2022-03-23T19:00:00,13.8,6.8,30.0,Clear
223,1916,Wednesday,20,2022-03-23T20:00:00,12.2,6.5,29.9,Clear
184,1917,Wednesday,21,2022-03-23T21:00:00,11.4,5.8,25.0,Clear
141,1918,Wednesday,22,2022-03-23T22:00:00,8.8,11.1,25.0,Clear
79,1919,Wednesday,23,2022-03-23T23:00:00,9.5,10.0,25.0,Clear
80,1920,Thursday,0,2022-03-24T00:00:00,7.6,5.7,24.9,Clear
61,1921,Thursday,1,2022-03-24T01:00:00,6.1,5.4,24.9,Clear
25,1922,Thursday,2,2022-03-24T02:00:00,5.8,5.4,24.9,Clear
11,1923,Thursday,3,2022-03-24T03:00:00,4.3,5.4,21.9,Clear
33,1924,Thursday,4,2022-03-24T04:00:00,3.1,5.4,21.9,Clear
69,1925,Thursday,5,2022-03-24T05:00:00,4.4,3.6,17.9,Clear
14,1926,Thursday,6,2022-03-24T06:00:00,3.2,5.4,10.0,Clear
36,1927,Thursday,7,2022-03-24T07:00:00,2.6,5.4,12.0,Clear
77,1928,Thursday,8,2022-03-24T08:00:00,5.2,4.3,12.0,Clear
136,1929,Thursday,9,2022-03-24T09:00:00,8.6,7.6,13.0,Clear
199,1930,Thursday,10,2022-03-24T10:00:00,11.2,7.5,15.0,Clear
240,1931,Thursday,11,2022-03-24T11:00:00,13.2,8.3,15.0,Clear
241,1932,Thursday,12,2022-03-24T12:00:00,14.7,9.0,15.0,Clear
199,1933,Thursday,13,2022-03-24T13:00:00,15.9,9.7,15.0,Clear
150,1934,Thursday,14,2022-03-24T14:00:00,16.6,7.9,20.0,Clear
108,1935,Thursday,15,2022-03-24T15:00:00,16.6,4.7,20.0,Clear
317,1936,Thursday,16,2022-03-24T16:00:00,16.7,8.3,20.0,Partially cloudy
330,1937,Thursday,17,2022-03-24T17:00:00,17.3,1.8,20.0,Partially cloudy
287,1938,Thursday,18,2022-03-24T18:00:00,15.8,2.9,20.0,Clear
253,1939,Thursday,19,2022-03-24T19:00:00,14.5,4.3,15.0,Clear
203,1940,Thursday,20,2022-03-24T20:00:00,11.2,4.0,15.0,Clear
150,1941,Thursday,21,2022-03-24T21:00:00,9.8,1.1,18.0,Clear
102,1942,Thursday,22,2022-03-24T22:00:00,7.1,7.9,18.0,Clear
51,1943,Thursday,23,2022-03-24T23:00:00,4.9,5.4,24.9,Clear
59,1944,Friday,0,2022-03-25T00:00:00,4.8,2.2,24.9,Clear
46,1945,Friday,1,2022-03-25T01:00:00,4.3,5.4,24.9,Clear
20,1946,Friday,2,2022-03-25T02:00:00,2.2,6.1,24.9,Clear
10,1947,Friday,3,2022-03-25T03:00:00,2.3,1.8,24.9,Clear
26,1948,Friday,4,2022-03-25T04:00:00,1.2,3.9,1.0,Clear
52,1949,Friday,5,2022-03-25T05:00:00,1.3,3.9,1.0,Clear
15,1950,Friday,6,2022-03-25T06:00:00,-0.1,1.8,0.0,Clear
38,1951,Friday,7,2022-03-25T07:00:00,-0.4,1.1,0.0,Clear
79,1952,Friday,8,2022-03-25T08:00:00,1.4,5.4,2.0,Clear
133,1953,Friday,9,2022-03-25T09:00:00,6.8,3.2,6.0,Clear
181,1954,Friday,10,2022-03-25T10:00:00,9.9,3.6,15.0,Clear
200,1955,Friday,11,2022-03-25T11:00:00,12.4,5.4,15.0,Clear
181,1956,Friday,12,2022-03-25T12:00:00,14.6,5.4,18.0,Clear
132,1957,Friday,13,2022-03-25T13:00:00,15.6,8.3,20.0,Clear
87,1958,Friday,14,2022-03-25T14:00:00,15.9,13.3,20.0,Clear
53,1959,Friday,15,2022-03-25T15:00:00,16.6,10.5,20.1,Clear
340,1960,Friday,16,2022-03-25T16:00:00,16.6,11.2,25.1,Clear
324,1961,Friday,17,2022-03-25T17:00:00,16.0,15.5,25.0,Clear
280,1962,Friday,18,2022-03-25T18:00:00,14.5,17.3,25.0,Clear
220,1963,Friday,19,2022-03-25T19:00:00,12.3,17.6,25.0,Clear
156,1964,Friday,20,2022-03-25T20:00:00,10.6,13.3,25.0,Clear
100,1965,Friday,21,2022-03-25T21:00:00,9.7,9.0,20.0,Clear
59,1966,Friday,22,2022-03-25T22:00:00,5.7,8.3,19.9,Clear
25,1967,Friday,23,2022-03-25T23:00:00,4.9,8.3,15.0,Clear
60,1968,Saturday,0,2022-03-26T00:00:00,4.6,6.1,8.0,Clear
46,1969,Saturday,1,2022-03-26T01:00:00,4.1,6.1,7.0,Clear
21,1970,Saturday,2,2022-03-26T02:00:00,3.6,3.6,6.0,Partially cloudy
10,1971,Saturday,3,2022-03-26T03:00:00,3.1,5.1,5.0,Partially cloudy
27,1972,Saturday,4,2022-03-26T04:00:00,1.7,7.6,5.0,Partially cloudy
52,1973,Saturday,5,2022-03-26T05:00:00,1.9,6.1,5.0,Clear
186,1974,Saturday,6,2022-03-26T06:00:00,1.6,5.4,5.0,Clear
241,1975,Saturday,7,2022-03-26T07:00:00,1.2,6.5,4.0,Clear
186,1976,Saturday,8,2022-03-26T08:00:00,5.1,3.6,5.0,Clear
87,1977,Saturday,9,2022-03-26T09:00:00,9.5,12.2,8.0,Clear
24,1978,Saturday,10,2022-03-26T10:00:00,11.1,15.8,8.0,Clear
4,1979,Saturday,11,2022-03-26T11:00:00,13.2,20.9,15.1,Partially cloudy
0,1980,Saturday,12,2022-03-26T12:00:00,14.1,23.0,17.2,Overcast
0,1981,Saturday,13,2022-03-26T13:00:00,13.7,26.2,18.1,Overcast
0,1982,Saturday,14,2022-03-26T14:00:00,13.9,30.2,25.1,Overcast
0,1983,Saturday,15,2022-03-26T15:00:00,13.6,26.9,25.0,Overcast
94,1984,Saturday,16,2022-03-26T16:00:00,13.1,24.1,25.1,Overcast
43,1985,Saturday,17,2022-03-26T17:00:00,11.4,21.6,25.1,Overcast
15,1986,Saturday,18,2022-03-26T18:00:00,9.4,16.9,25.1,Overcast
5,1987,Saturday,19,2022-03-26T19:00:00,8.2,16.5,25.1,Clear
1,1988,Saturday,20,2022-03-26T20:00:00,8.0,14.4,25.1,Clear
0,1989,Saturday,21,2022-03-26T21:00:00,6.6,16.5,25.0,Partially cloudy
0,1990,Saturday,22,2022-03-26T22:00:00,6.3,14.0,25.0,Partially cloudy
0,1991,Saturday,23,2022-03-26T23:00:00,5.3,10.8,19.9,Clear
69,1992,Sunday,0,2022-03-27T00:00:00,4.1,9.0,19.9,Clear
54,1993,Sunday,1,2022-03-27T01:00:00,4.1,9.0,17.9,Clear
23,1994,Sunday,2,2022-03-27T03:00:00,5.0,7.5,14.9,Partially cloudy
10,1995,Sunday,3,2022-03-27T04:00:00,4.8,7.5,14.9,Partially cloudy
30,1996,Sunday,4,2022-03-27T05:00:00,5.7,5.7,11.9,Partially cloudy
60,1997,Sunday,5,2022-03-27T06:00:00,5.7,5.0,11.9,Partially cloudy
12,1998,Sunday,6,2022-03-27T07:00:00,5.3,5.7,9.9,Partially cloudy
30,1999,Sunday,7,2022-03-27T08:00:00,5.3,4.3,5.0,Partially cloudy
65,2000,Sunday,8,2022-03-27T09:00:00,5.6,4.3,5.0,Partially cloudy
119,2001,Sunday,9,2022-03-27T10:00:00,5.8,4.3,6.0,Partially cloudy
184,2002,Sunday,10,2022-03-27T11:00:00,5.8,5.8,5.0,Clear
239,2003,Sunday,11,2022-03-27T12:00:00,6.8,2.2,5.0,Clear
261,2004,Sunday,12,2022-03-27T13:00:00,7.8,3.3,5.0,Clear
239,2005,Sunday,13,2022-03-27T14:00:00,9.8,2.9,10.0,Clear
203,2006,Sunday,14,2022-03-27T15:00:00,11.0,7.9,12.0,Clear
168,2007,Sunday,15,2022-03-27T16:00:00,12.6,9.0,15.0,Clear
301,2008,Sunday,16,2022-03-27T17:00:00,13.3,9.4,18.0,Clear
358,2009,Sunday,17,2022-03-27T18:00:00,13.6,5.1,20.1,Clear
397,2010,Sunday,18,2022-03-27T19:00:00,12.7,11.5,22.1,Clear
411,2011,Sunday,19,2022-03-27T20:00:00,10.5,12.6,34.9,Clear
396,2012,Sunday,20,2022-03-27T21:00:00,9.5,15.5,39.9,Clear
358,2013,Sunday,21,2022-03-27T22:00:00,7.8,6.5,39.8,Clear
301,2014,Sunday,22,2022-03-27T23:00:00,6.5,7.9,39.8,Clear
188,2015,Sunday,23,2022-03-28T00:00:00,4.2,12.6,7.0,Partially cloudy
100,2016,Monday,0,2022-03-28T01:00:00,5.1,10.5,4.0,Partially cloudy
77,2017,Monday,1,2022-03-28T02:00:00,5.1,9.4,4.0,Overcast
53,2018,Monday,2,2022-03-28T03:00:00,5.0,9.7,7.0,Overcast
20,2019,Monday,3,2022-03-28T04:00:00,5.1,9.0,4.1,Overcast
11,2020,Monday,4,2022-03-28T05:00:00,5.1,10.8,4.0,Overcast
29,2021,Monday,5,2022-03-28T06:00:00,5.0,10.1,5.0,Partially cloudy
64,2022,Monday,6,2022-03-28T07:00:00,5.0,9.3,5.0,Partially cloudy
93,2023,Monday,7,2022-03-28T08:00:00,4.6,10.8,5.0,Overcast
50,2024,Monday,8,2022-03-28T09:00:00,4.6,10.8,7.0,Overcast
92,2025,Monday,9,2022-03-28T10:00:00,4.8,12.2,8.2,Overcast
142,2026,Monday,10,2022-03-28T11:00:00,5.3,6.8,11.1,Partially cloudy
184,2027,Monday,11,2022-03-28T12:00:00,6.3,7.2,12.2,Partially cloudy
200,2028,Monday,12,2022-03-28T13:00:00,7.0,10.4,12.2,Partially cloudy
201,2029,Monday,13,2022-03-28T14:00:00,8.1,7.6,12.1,Partially cloudy
170,2030,Monday,14,2022-03-28T15:00:00,8.6,11.5,20.1,Partially cloudy
141,2031,Monday,15,2022-03-28T16:00:00,8.9,15.1,20.1,Partially cloudy
264,2032,Monday,16,2022-03-28T17:00:00,9.1,11.5,25.0,Partially cloudy
296,2033,Monday,17,2022-03-28T18:00:00,9.2,16.5,25.0,Partially cloudy
280,2034,Monday,18,2022-03-28T19:00:00,9.1,11.9,25.0,Overcast
269,2035,Monday,19,2022-03-28T20:00:00,8.3,14.4,18.0,Partially cloudy
240,2036,Monday,20,2022-03-28T21:00:00,7.6,18.0,16.1,Partially cloudy
198,2037,Monday,21,2022-03-28T22:00:00,7.3,13.7,16.0,Partially cloudy
151,2038,Monday,22,2022-03-28T23:00:00,7.0,16.9,11.0,"Rain, Overcast"
86,2039,Monday,23,2022-03-29T00:00:00,6.5,16.2,11.0,Overcast
105,2040,Tuesday,0,2022-03-29T01:00:00,6.3,14.0,10.0,Overcast
81,2041,Tuesday,1,2022-03-29T02:00:00,6.1,11.5,10.0,Overcast
54,2042,Tuesday,2,2022-03-29T03:00:00,5.8,12.6,10.0,Overcast
20,2043,Tuesday,3,2022-03-29T04:00:00,5.8,13.3,10.0,Partially cloudy
11,2044,Tuesday,4,2022-03-29T05:00:00,5.7,10.8,10.0,Overcast
30,2045,Tuesday,5,2022-03-29T06:00:00,5.7,8.3,10.0,Partially cloudy
67,2046,Tuesday,6,2022-03-29T07:00:00,5.8,9.7,10.1,Partially cloudy
98,2047,Tuesday,7,2022-03-29T08:00:00,6.0,9.7,11.1,Overcast
45,2048,Tuesday,8,2022-03-29T09:00:00,6.3,10.8,15.1,Clear
82,2049,Tuesday,9,2022-03-29T10:00:00,6.6,15.8,20.1,Partially cloudy
127,2050,Tuesday,10,2022-03-29T11:00:00,7.2,19.8,20.1,Partially cloudy
165,2051,Tuesday,11,2022-03-29T12:00:00,7.9,17.6,22.1,Partially cloudy
180,2052,Tuesday,12,2022-03-29T13:00:00,8.4,20.8,22.1,Overcast
182,2053,Tuesday,13,2022-03-29T14:00:00,8.7,19.4,22.1,Partially cloudy
153,2054,Tuesday,14,2022-03-29T15:00:00,8.4,20.5,22.0,Partially cloudy
127,2055,Tuesday,15,2022-03-29T16:00:00,8.9,17.7,22.1,Partially cloudy
253,2056,Tuesday,16,2022-03-29T17:00:00,8.6,16.6,22.0,Partially cloudy
264,2057,Tuesday,17,2022-03-29T18:00:00,7.9,16.2,22.1,Partially cloudy
230,2058,Tuesday,18,2022-03-29T19:00:00,7.3,16.9,30.1,Partially cloudy
202,2059,Tuesday,19,2022-03-29T20:00:00,6.3,17.3,30.1,Clear
163,2060,Tuesday,20,2022-03-29T21:00:00,6.3,17.2,30.1,Clear
120,2061,Tuesday,21,2022-03-29T22:00:00,5.2,12.6,35.0,Clear
81,2062,Tuesday,22,2022-03-29T23:00:00,4.9,8.3,35.0,Partially cloudy
40,2063,Tuesday,23,2022-03-30T00:00:00,1.8,5.4,35.0,Partially cloudy
